postcode,address_house,address_street,state,country,property_valuation
2566,3, Becker Drive,NSW,Australia,8
3564,663, Sunfield Court,VIC,Australia,2
3556,010, Maryland Court,VIC,Australia,2
2570,53504, Dakota Terrace,NSW,Australia,8
4208,681, Ridgeway Junction,QLD,Australia,7
4508,225, American Point,QLD,Australia,3
2795,79, Moland Junction,NSW,Australia,4
2799,9004, Wayridge Drive,NSW,Australia,4
4007,505, Village Pass,QLD,Australia,4
2177,57, Thierer Parkway,NSW,Australia,9
2565,91, Roth Pass,NSW,Australia,6
3216,4605, Lakewood Gardens Terrace,VIC,Australia,7
3805,16334, Rutledge Trail,VIC,Australia,9
2155,878, Cody Point,NSW,Australia,10
2155,66028, Randy Terrace,NSW,Australia,10
4128,78478, Pond Road,QLD,Australia,7
3103,062, Dixon Parkway,VIC,Australia,12
2196,344, Delladonna Place,NSW,Australia,10
2763,53, Union Terrace,NSW,Australia,8
2260,33221, Maple Wood Place,NSW,Australia,10
4575,1, Esker Pass,QLD,Australia,8
2065,9, Clyde Gallagher Junction,NSW,Australia,11
2346,5699, Forster Street,NSW,Australia,2
4715,94543, Northwestern Court,QLD,Australia,6
3174,6, Continental Alley,VIC,Australia,8
3121,89, Dapin Terrace,VIC,Australia,10
2768,38834, Manufacturers Hill,NSW,Australia,10
3183,0186, Thackeray Center,VIC,Australia,11
2283,15980, Fairview Drive,NSW,Australia,7
2429,2, Waxwing Terrace,NSW,Australia,2
2065,358, Ronald Regan Point,NSW,Australia,12
3752,4386, Spaight Court,VIC,Australia,8
2558,73, Hallows Circle,NSW,Australia,7
2548,1585, Summer Ridge Alley,NSW,Australia,6
2830,29585, Weeping Birch Avenue,NSW,Australia,2
2560,4, Macpherson Drive,NSW,Australia,8
4555,75132, Portage Point,QLD,Australia,7
3199,90969, Talmadge Place,VIC,Australia,7
2049,88, Ilene Crossing,NSW,Australia,11
2038,154, Heffernan Trail,NSW,Australia,10
2233,4534, Stone Corner Terrace,NSW,Australia,9
3133,9, Declaration Crossing,VIC,Australia,10
4211,2, Homewood Pass,QLD,Australia,8
3127,8279, Golf View Center,VIC,Australia,12
3030,65769, Hoard Plaza,VIC,Australia,7
2759,2, Havey Point,NSW,Australia,8
4165,8582, Morrow Pass,QLD,Australia,7
3064,4643, Cambridge Circle,VIC,Australia,6
2193,2, Armistice Parkway,NSW,Australia,10
3146,23301, Bluestem Drive,VIC,Australia,8
2753,6764, Commercial Avenue,NSW,Australia,8
4306,56747, Monument Avenue,QLD,Australia,8
2650,8, Harper Center,NSW,Australia,3
2000,422, Valley Edge Pass,NSW,Australia,10
2830,8651, Graceland Way,NSW,Australia,1
2322,6, Nobel Way,NSW,Australia,4
2322,3, Burning Wood Pass,NSW,Australia,4
2763,4, Westridge Circle,NSW,Australia,8
2217,9284, Randy Alley,NSW,Australia,9
2768,56, Sullivan Crossing,NSW,Australia,9
2810,3, Westridge Avenue,NSW,Australia,5
2151,3, Florence Drive,NSW,Australia,10
4035,897, Forest Dale Terrace,QLD,Australia,8
3805,91215, Doe Crossing Avenue,VIC,Australia,7
2132,38834, Green Center,NSW,Australia,11
2759,678, Monterey Center,NSW,Australia,8
2145,1, Park Meadow Drive,NSW,Australia,9
4343,58, Hoepker Center,QLD,Australia,2
2766,6415, ,NSW,Australia,8
2087,5558, Northport Point,NSW,Australia,11
2036,71, Manley Way,NSW,Australia,7
2502,6201, Schiller Drive,NSW,Australia,6
2190,5339, Paget Plaza,NSW,Australia,10
2800,26138, Katie Point,NSW,Australia,4
3012,686, Scoville Drive,VIC,Australia,5
2018,41, Bay Pass,NSW,Australia,10
3212,155, Sunfield Way,VIC,Australia,2
3350,2809, Anderson Lane,VIC,Australia,3
4216,4, Barby Point,QLD,Australia,8
3040,73, Eagan Hill,VIC,Australia,10
2229,11, Ryan Hill,NSW,Australia,9
2045,6, Eliot Parkway,NSW,Australia,12
2220,4962, Wayridge Road,NSW,Australia,12
2480,9, Jenifer Avenue,NSW,Australia,4
4064,7, Macpherson Way,QLD,Australia,9
2024,5437, Oak Alley,NSW,Australia,10
4508,13854, Artisan Avenue,QLD,Australia,3
2064,7415, Schlimgen Drive,NSW,Australia,9
4211,249, Merchant Terrace,QLD,Australia,7
3101,379, Scofield Pass,VIC,Australia,8
4076,6, Michigan Lane,QLD,Australia,3
2205,31, Packers Pass,NSW,Australia,10
2759,772, Superior Street,NSW,Australia,8
3930,15093, Hallows Pass,VIC,Australia,9
3101,954, Reinke Park,VIC,Australia,12
2768,11879, Surrey Court,NSW,Australia,9
3380,7730, Oakridge Trail,VIC,Australia,1
3030,91051, Cordelia Circle,VIC,Australia,7
3073,32, Larry Way,VIC,Australia,10
2261,3173, Park Meadow Park,NSW,Australia,5
2486,427, Talmadge Terrace,NSW,Australia,8
4211,587, Rieder Court,QLD,Australia,8
2152,34775, Melrose Road,NSW,Australia,10
2745,61, Kennedy Park,NSW,Australia,10
3041,1, Upham Crossing,VIC,Australia,3
3216,106, Donald Way,VIC,Australia,4
4511,3397, Ronald Regan Plaza,QLD,Australia,5
2031,2615, Declaration Court,NSW,Australia,12
2176,900, Straubel Hill,NSW,Australia,10
2176,4314, Ridgeview Court,NSW,Australia,9
2320,6001, Calypso Park,NSW,Australia,5
4500,31, Declaration Drive,QLD,Australia,5
2089,8, Grover Parkway,NSW,Australia,10
4306,7, Killdeer Junction,QLD,Australia,3
2066,30122, Union Plaza,NSW,Australia,9
3321,81, Carpenter Terrace,VIC,Australia,3
2011,46, Hollow Ridge Way,NSW,Australia,11
3161,6468, West Park,VIC,Australia,6
2133,2, Barby Court,NSW,Australia,8
3196,4, Rockefeller Plaza,VIC,Australia,5
3350,00732, David Lane,VIC,Australia,6
2197,4, Hagan Hill,NSW,Australia,9
3064,47566, Old Gate Avenue,VIC,Australia,6
2753,9738, Delaware Crossing,NSW,Australia,9
3153,5511, Clove Lane,VIC,Australia,7
3193,526, Kipling Drive,VIC,Australia,11
2147,9585, Lakeland Avenue,NSW,Australia,8
2761,19, Daystar Alley,NSW,Australia,8
2035,2, Union Way,NSW,Australia,12
4573,88, Service Hill,QLD,Australia,8
3064,856, Basil Drive,VIC,Australia,5
4207,00, Esker Point,QLD,Australia,3
2120,792, Clyde Gallagher Trail,NSW,Australia,10
2289,9719, Bobwhite Avenue,NSW,Australia,7
2750,36, Service Lane,NSW,Australia,7
3747,51158, Mitchell Place,VIC,Australia,3
2256,6, ,NSW,Australia,9
3196,828, Cascade Crossing,VIC,Australia,9
3165,2099, Elmside Parkway,VIC,Australia,10
4209,6407, Pierstorff Center,QLD,Australia,6
3189,18, Stephen Center,VIC,Australia,10
2204,5147, Kensington Pass,NSW,Australia,9
4350,7740, Crescent Oaks Circle,QLD,Australia,5
2768,03742, Granby Parkway,NSW,Australia,9
4078,37, Tennessee Way,QLD,Australia,5
2350,0616, Messerschmidt Place,NSW,Australia,4
3064,25, Melvin Junction,VIC,Australia,6
2023,650, Barby Street,NSW,Australia,12
3805,63795, Logan Junction,VIC,Australia,7
4118,506, Tennyson Avenue,QLD,Australia,9
2821,7, Shasta Terrace,NSW,Australia,2
3150,61, Shoshone Alley,VIC,Australia,10
3337,3241, Rigney Place,VIC,Australia,4
3072,65885, Maple Hill,VIC,Australia,10
2125,310, Cody Street,NSW,Australia,11
3201,7650, Stone Corner Avenue,VIC,Australia,5
2075,6033, Blaine Court,NSW,Australia,12
2484,515, Fallview Way,NSW,Australia,8
3158,757, International Road,VIC,Australia,8
2250,0, Declaration Center,NSW,Australia,10
3109,1, Parkside Avenue,VIC,Australia,10
4132,73128, Pearson Pass,QLD,Australia,4
2765,1940, Morning Circle,NSW,Australia,9
2756,18, Chinook Plaza,NSW,Australia,9
2194,7912, Jana Lane,NSW,Australia,8
4212,534, Arrowood Trail,QLD,Australia,8
2016,79, Butterfield Street,NSW,Australia,11
2390,789, Alpine Lane,NSW,Australia,8
2505,4178, Bartelt Parkway,NSW,Australia,8
2164,44, Londonderry Parkway,NSW,Australia,10
3149,712, Sage Park,VIC,Australia,9
2806,88987, Dexter Park,NSW,Australia,1
2192,52, Helena Lane,NSW,Australia,10
3006,3, High Crossing Parkway,VIC,Australia,7
3191,45, Fordem Court,VIC,Australia,10
2528,82583, North Hill,NSW,Australia,7
2806,79, Crescent Oaks Court,NSW,Australia,1
2232,1, Utah Alley,NSW,Australia,10
3199,353, Donald Street,VIC,Australia,7
2558,86, Fairfield Alley,NSW,Australia,8
2060,33, Sugar Alley,NSW,Australia,12
2450,92, Northridge Park,NSW,Australia,4
4213,1, Algoma Trail,QLD,Australia,6
2176,08261, Aberg Junction,NSW,Australia,9
2560,549, Randy Point,NSW,Australia,7
2753,09295, Judy Terrace,NSW,Australia,8
2257,78, Southridge Parkway,NSW,Australia,9
4123,04, Oakridge Drive,QLD,Australia,9
2074,20101, Prentice Terrace,NSW,Australia,11
2144,498, Golf Parkway,NSW,Australia,10
3192,23, West Crossing,VIC,Australia,7
3121,011, Johnson Park,VIC,Australia,11
2321,5, Atwood Crossing,NSW,Australia,3
2767,28008, Mesta Lane,NSW,Australia,9
3072,1, Dixon Way,VIC,Australia,5
3064,31446, ,VIC,Australia,4
2087,8397, Holy Cross Parkway,NSW,Australia,11
3201,85958, Bartillon Way,VIC,Australia,6
2500,877, Corben Center,NSW,Australia,7
4012,6, Maple Wood Junction,QLD,Australia,7
2117,5304, Oneill Pass,NSW,Australia,10
2034,884, Packers Junction,NSW,Australia,10
2093,95, East Road,NSW,Australia,9
2011,9932, Atwood Center,NSW,Australia,10
4034,1929, Crowley Drive,QLD,Australia,7
3020,70, West Plaza,VIC,Australia,8
4172,7, Norway Maple Avenue,QLD,Australia,5
3977,54285, Annamark Way,VIC,Australia,6
4226,761, Carioca Drive,QLD,Australia,7
3351,69131, Kipling Alley,VIC,Australia,4
3142,3052, Green Drive,VIC,Australia,11
2560,33331, Corry Road,NSW,Australia,8
4128,69, Porter Parkway,QLD,Australia,7
2280,934, Dwight Park,NSW,Australia,7
3078,27784, Hansons Trail,VIC,Australia,11
2756,464, Acker Way,NSW,Australia,9
2077,53533, Dakota Pass,NSW,Australia,10
2074,546, Summerview Center,NSW,Australia,11
2047,1, Carey Crossing,NSW,Australia,10
2850,7524, David Place,NSW,Australia,3
3083,7, Granby Crossing,VIC,Australia,9
3215,8681, Dennis Pass,VIC,Australia,3
3083,1, Pankratz Circle,VIC,Australia,8
4370,9904, Oakridge Parkway,QLD,Australia,3
2153,249, Anderson Street,NSW,Australia,10
3152,3463, Merchant Trail,VIC,Australia,10
2138,699, Hudson Road,NSW,Australia,9
2710,9, Dwight Drive,NSW,Australia,1
2099,13, Colorado Lane,NSW,Australia,9
3070,39946, Kenwood Court,VIC,Australia,9
3104,72204, Springs Way,VIC,Australia,12
4116,365, Jenifer Point,QLD,Australia,7
2262,53, Texas Road,NSW,Australia,7
2324,6, Morningstar Park,NSW,Australia,7
3977,6901, Russell Street,VIC,Australia,6
2263,26, Barby Terrace,NSW,Australia,6
2177,23541, Dayton Drive,NSW,Australia,9
4208,81, Pine View Avenue,QLD,Australia,5
4127,91, Dennis Plaza,QLD,Australia,6
3215,43, Hollow Ridge Center,VIC,Australia,3
3145,045, Debs Pass,VIC,Australia,12
2141,73, Debra Terrace,NSW,Australia,7
2062,96899, Hermina Circle,NSW,Australia,9
2118,38, Trailsway Parkway,NSW,Australia,11
2880,22171, Bayside Parkway,NSW,Australia,1
3065,6011, Knutson Way,VIC,Australia,7
3199,0127, East Court,VIC,Australia,5
2144,1, Fordem Road,NSW,Australia,9
3860,7681, Waywood Alley,VIC,Australia,1
2046,9, Donald Junction,NSW,Australia,12
2226,47855, Tomscot Parkway,NSW,Australia,8
2209,394, Russell Avenue,NSW,Australia,10
2135,86, Claremont Junction,NSW,Australia,7
2658,2, Transport Plaza,NSW,Australia,1
3015,20, Susan Court,VIC,Australia,10
2428,838, Redwing Street,NSW,Australia,8
2446,9, West Crossing,NSW,Australia,7
3124,22105, Arrowood Crossing,VIC,Australia,7
3810,9240, Green Avenue,VIC,Australia,5
3136,0964, Bayside Park,VIC,Australia,9
3052,9717, Main Parkway,VIC,Australia,8
4306,4123, Eliot Alley,QLD,Australia,6
2170,36708, Algoma Junction,NSW,Australia,6
2118,3, Mandrake Parkway,NSW,Australia,9
2209,78, Declaration Center,NSW,Australia,10
3029,57866, Dawn Plaza,VIC,Australia,7
3183,0172, Vidon Place,VIC,Australia,6
3754,89, Delaware Crossing,VIC,Australia,6
3168,34, Packers Trail,VIC,Australia,10
3807,019, Huxley Drive,VIC,Australia,8
2206,862, Ilene Circle,NSW,Australia,11
3338,420, Twin Pines Crossing,VIC,Australia,3
3177,5131, Northview Hill,VIC,Australia,3
2121,713, Redwing Crossing,NSW,Australia,11
4073,9570, Sundown Trail,QLD,Australia,8
4211,72258, Bayside Court,QLD,Australia,7
4163,31, Melvin Park,QLD,Australia,8
4557,9, Duke Alley,QLD,Australia,7
2759,38473, Waubesa Alley,NSW,Australia,8
2220,0056, Corry Center,NSW,Australia,11
2508,99476, Mitchell Street,NSW,Australia,10
4011,37, Hintze Center,QLD,Australia,11
4720,33061, Fremont Lane,QLD,Australia,3
4575,56, Trailsway Street,QLD,Australia,4
4352,5748, Porter Circle,QLD,Australia,8
4817,341, Katie Junction,QLD,Australia,4
4825,20370, Fordem Pass,QLD,Australia,4
2761,30, Prairie Rose Road,NSW,Australia,7
2145,79, Holy Cross Hill,NSW,Australia,7
2164,6489, Pennsylvania Road,NSW,Australia,9
2566,274, Bultman Park,NSW,Australia,7
2560,832, Moulton Trail,NSW,Australia,8
2480,1628, Bonner Hill,NSW,Australia,3
3189,0618, ,VIC,Australia,10
4270,4662, Clemons Road,QLD,Australia,8
4305,0, Arapahoe Court,QLD,Australia,3
2590,3748, Lake View Lane,NSW,Australia,1
4812,3720, Anniversary Court,QLD,Australia,2
3175,85, Trailsway Road,VIC,Australia,9
2428,388, Karstens Drive,NSW,Australia,5
2165,6, Swallow Park,NSW,Australia,7
2289,80070, Mockingbird Center,NSW,Australia,8
4118,6, Veith Road,QLD,Australia,4
2226,1323, Maywood Plaza,NSW,Australia,10
2756,17504, Spohn Center,NSW,Australia,9
2150,02084, Rockefeller Crossing,NSW,Australia,7
2478,16, Montana Way,NSW,Australia,7
3280,2, Victoria Crossing,VIC,Australia,2
2304,0733, Comanche Crossing,NSW,Australia,6
3046,75322, Prentice Court,VIC,Australia,9
2071,2, Gerald Street,NSW,Australia,11
2761,2079, Del Sol Hill,NSW,Australia,8
2327,9, Columbus Pass,NSW,Australia,3
2282,465, Russell Court,NSW,Australia,9
2148,344, Dayton Drive,NSW,Australia,9
2550,7, Beilfuss Center,NSW,Australia,4
2154,78, Barnett Alley,NSW,Australia,11
4300,4, Emmet Avenue,QLD,Australia,1
4509,1728, Springview Lane,QLD,Australia,6
3150,25413, Delaware Pass,VIC,Australia,12
2705,23217, Waubesa Pass,NSW,Australia,1
2558,013, Mendota Parkway,NSW,Australia,9
2567,7482, Hanson Park,NSW,Australia,5
2763,2428, Sloan Circle,NSW,Australia,9
3178,34329, Heffernan Plaza,VIC,Australia,7
3013,15, Duke Plaza,VIC,Australia,8
2753,4368, Dayton Street,NSW,Australia,10
2165,3, Shasta Circle,NSW,Australia,8
4161,6, Calypso Parkway,QLD,Australia,5
3173,2, Cambridge Point,VIC,Australia,9
3057,55876, Knutson Point,VIC,Australia,6
2073,14, Bunting Alley,NSW,Australia,12
2671,8458, Stang Parkway,NSW,Australia,2
2877,60, Towne Pass,NSW,Australia,1
4311,5, Rutledge Center,QLD,Australia,3
3756,9, Blaine Place,VIC,Australia,4
3064,24688, Hollow Ridge Way,VIC,Australia,7
2099,32876, American Ash Avenue,NSW,Australia,11
2176,18, Bay Place,NSW,Australia,9
3192,4, Hanover Junction,VIC,Australia,10
2747,0, Darwin Junction,NSW,Australia,9
3103,5251, Merrick Court,VIC,Australia,8
2539,801, Shasta Crossing,NSW,Australia,8
4152,55, Anzinger Drive,QLD,Australia,9
2155,13768, Commercial Trail,NSW,Australia,10
2156,109, Kipling Road,NSW,Australia,11
2770,47, Spenser Circle,NSW,Australia,7
2756,15051, Monterey Street,NSW,Australia,8
4680,7365, Carioca Hill,QLD,Australia,4
2486,42, Maryland Plaza,NSW,Australia,5
3150,802, Bashford Hill,VIC,Australia,10
2768,12548, Eagan Court,NSW,Australia,9
2065,24167, Montana Place,NSW,Australia,12
4311,0, Southridge Drive,QLD,Australia,1
4218,1, Banding Way,QLD,Australia,8
3107,259, Union Junction,VIC,Australia,10
2099,7727, Merrick Parkway,NSW,Australia,11
2777,3015, Bowman Alley,NSW,Australia,9
2170,2, Annamark Park,NSW,Australia,9
2234,38, Steensland Circle,NSW,Australia,10
4178,80, Northland Place,QLD,Australia,8
2154,104, Kingsford Park,NSW,Australia,9
2096,22, Mifflin Junction,NSW,Australia,9
2223,60272, Montana Drive,NSW,Australia,8
3939,730, Judy Drive,VIC,Australia,2
4078,1269, Esch Parkway,QLD,Australia,6
3106,3, Kedzie Center,VIC,Australia,10
3089,67473, Nova Avenue,VIC,Australia,10
2750,866, Canary Drive,NSW,Australia,8
2768,20, Dwight Junction,NSW,Australia,10
2085,0900, Northport Point,NSW,Australia,11
2111,572, Buena Vista Plaza,NSW,Australia,9
4350,695, Anthes Crossing,QLD,Australia,2
2036,62, Luster Avenue,NSW,Australia,11
4053,819, Basil Plaza,QLD,Australia,8
2126,81, Monument Avenue,NSW,Australia,12
4034,093, Mallard Hill,QLD,Australia,7
2565,903, Sauthoff Plaza,NSW,Australia,8
2223,9796, Pearson Hill,NSW,Australia,4
3108,950, Algoma Circle,VIC,Australia,9
3756,28, Toban Center,VIC,Australia,2
4017,147, Brickson Park Drive,QLD,Australia,7
4122,75251, Marquette Lane,QLD,Australia,7
3148,72, Briar Crest Hill,VIC,Australia,10
3030,201, Valley Edge Park,VIC,Australia,5
4118,6031, Susan Terrace,QLD,Australia,5
3500,724, Erie Way,VIC,Australia,2
4163,86906, Hauk Trail,QLD,Australia,8
2086,85999, Cherokee Street,NSW,Australia,11
3631,50774, Dennis Park,VIC,Australia,3
3802,64, Trailsway Place,VIC,Australia,7
3085,95228, Forster Road,VIC,Australia,9
2234,388, Shoshone Trail,NSW,Australia,10
2506,67, Lakewood Gardens Circle,NSW,Australia,7
2470,98, Transport Plaza,NSW,Australia,2
2093,35, Larry Plaza,NSW,Australia,9
2770,9, Hooker Street,NSW,Australia,7
3106,4, Debra Hill,VIC,Australia,10
2747,41, Superior Crossing,NSW,Australia,8
2069,721, Morrow Plaza,NSW,Australia,12
2170,8578, Mifflin Pass,NSW,Australia,5
3977,02, Fair Oaks Lane,VIC,Australia,7
2526,910, Becker Pass,NSW,Australia,8
3184,08, Dennis Crossing,VIC,Australia,11
2191,4, Express Plaza,NSW,Australia,10
3934,81609, Vernon Terrace,VIC,Australia,8
2168,37, Hintze Court,NSW,Australia,9
3805,07, Morning Court,VIC,Australia,7
3187,327, Loeprich Street,VIC,Australia,11
2560,5106, Northridge Drive,NSW,Australia,7
2148,9754, High Crossing Terrace,NSW,Australia,8
2114,7, Meadow Vale Court,NSW,Australia,10
3178,80260, Morning Road,VIC,Australia,9
2165,38017, Briar Crest Drive,NSW,Australia,9
2126,60, Morningstar Center,NSW,Australia,10
2223,218, Stuart Junction,NSW,Australia,10
4077,9, Butterfield Lane,QLD,Australia,5
2148,614, Burning Wood Way,NSW,Australia,9
4218,9, Grover Point,QLD,Australia,10
2076,565, Bunting Park,NSW,Australia,11
2428,9461, Saint Paul Trail,NSW,Australia,2
2560,5204, Delaware Pass,NSW,Australia,8
4300,24, Scott Pass,QLD,Australia,5
2209,8, Randy Parkway,NSW,Australia,11
3750,681, Elmside Place,VIC,Australia,6
3030,2918, Summer Ridge Hill,VIC,Australia,2
2088,613, Erie Lane,NSW,Australia,12
3977,0, Transport Center,VIC,Australia,6
2350,4, Dovetail Crossing,NSW,Australia,2
2540,736, Roxbury Junction,NSW,Australia,6
3064,1482, Hauk Trail,VIC,Australia,3
4511,57042, Village Green Point,QLD,Australia,6
2756,87, Crescent Oaks Alley,NSW,Australia,10
4032,8194, Lien Street,QLD,Australia,7
2251,320, Acker Drive,NSW,Australia,7
3996,613, Erie Lane,NSW,Australia,10
